"Country","Year","Sector","Location","Site","Reef_type","Management_level","Management_type","Depth..m.","Latitude","Longitude","number_replicates","Method","Observer","level1_code","mean_cover","sd","se","Organization","Source"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Macro-algae","2","2.4","1.7","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Halimeda","0","0","0","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Coralline algae","6.4","1.84","1.3","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Turf algae","8.35","3.18","2.25","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Bare substrate","0","0","0","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Rubble","10.25","4.6","3.25","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Sand","1.9","2.69","1.9","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Seagrass","0","0","0","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Dead standing coral","0.75","1.06","0.75","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Recently dead coral","0","0","0","CORDIO","RLE 2019"
"Comoros","2018","Moheli island","Moheli National Park","Mirereni","","Partially Restricted","National Park",NA,"-12.33908","43.65045","48","","","Unknown","0.1","0.14","0.1","CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Hard coral","3.3",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Soft coral","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Other inverts","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Macro-algae","1",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Halimeda","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Coralline algae","7.3",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Turf algae","56",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Bare substrate","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Rubble","25.7",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Sand","6.7",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Seagrass","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Dead standing coral","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Recently dead coral","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2018","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","National Park",NA,"-11.3791","43.28735","24","","","Unknown","0",NA,NA,"CORDIO","RLE 2019"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Bare substrate","21.6","22.2","9.93","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Dead standing coral","2.4","3.29","1.47","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Hard coral","10.4","8.29","3.71","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Rubble","11.2","16.22","7.26","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Soft coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Sand","54.4","27.03","12.09","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ndroude","","Partially Restricted","",NA,"-11.40755","43.41835","5","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Bare substrate","46.4","42.25","18.89","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Dead standing coral","13.6","18.84","8.42","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Hard coral","13.2","7.95","3.56","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Rubble","10.8","11.1","4.96","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Soft coral","0.8","1.79","0.8","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Sand","14.8","13.9","6.22","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","SPG","0.4","0.89","0.4","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Ivoini","","Partially Restricted","",NA,"-11.39149","43.40332","5","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Bare substrate","30.8","33.51","14.99","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Dead standing coral","6.4","8.76","3.92","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Hard coral","12","8.6","3.85","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Rubble","25.6","32.6","14.58","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Soft coral","2.4","3.58","1.6","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Sand","22.8","12.54","5.61","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Bangoi","","Partially Restricted","",NA,"-11.36711","43.37958","5","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Bare substrate","30","10.33","5.16","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Dead standing coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Hard coral","41.5","30.83","15.41","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Rubble","8","11.31","5.66","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Soft coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Sand","20.5","41","20.5","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Mitsamiuli Ndroude National Park","Memboimboini","","Partially Restricted","",NA,"-11.37151","43.32579","4","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Bare substrate","45.5","18.14","9.07","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Dead standing coral","11","17.09","8.54","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Hard coral","19.5","14.27","7.14","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Rubble","15","17.4","8.7","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Soft coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Sand","9","15.36","7.68","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Chindini","","Partially Restricted","",NA,"-11.93169","43.49697","4","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Macro-algae","3.6","8.05","3.6","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Bare substrate","5.6","4.34","1.94","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Dead standing coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Hard coral","61.2","10.73","4.8","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Rubble","19.6","11.78","5.27","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Soft coral","3.2","4.15","1.85","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Sand","6.4","7.92","3.54","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Male","","Partially Restricted","",NA,"-11.90958","43.51859","5","PIT","Nadjim","Others","0.4","0.89","0.4","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Bare substrate","32.5","16.36","8.18","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Dead standing coral","2","4","2","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Hard coral","60","19.87","9.93","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Rubble","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Soft coral","2","4","2","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Sand","3.5","4.12","2.06","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Itsoundzou","","Partially Restricted","",NA,"-11.873187","43.3866534","4","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Macro-algae","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Bare substrate","17.2","10.64","4.76","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Dead standing coral","5.2","4.82","2.15","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Hard coral","29.2","10.64","4.76","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Rubble","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Soft coral","38.4","27.94","12.5","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Sand","10","12.33","5.51","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","SPG","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2022","Grand Comore","Coelecanth National Park","Ifoundihe Chamboini","","Partially Restricted","",NA,"-11.91326","43.42691","5","PIT","Nadjim","Others","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Hard coral","9.5","8.54","4.27","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Rubble","20","16.97","8.49","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Dead standing coral","1","2","1","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Soft coral","12.5","16.52","8.26","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Sand","32","26.38","13.19","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Mitsamiuli","","Partially restricted","",NA,"-11.3790333","43.2881833","4","PIT","","Bare substrate","25","7.39","3.7","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Hard coral","20.5","4.12","2.06","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Rubble","2.5","3.79","1.89","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Dead standing coral","11.5","5.26","2.63","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Soft coral","3","1.15","0.58","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Sand","20","7.83","3.92","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Fassi","","Partially Restricted","",NA,"-11.39113","43.27732","4","PIT","","Bare substrate","42.5","8.7","4.35","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Hard coral","15","14.09","7.05","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Rubble","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Dead standing coral","0","0","0","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Soft coral","1.5","3","1.5","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Sand","34.5","21.19","10.59","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2023","Grand Comore","Mitsamiuli Ndroude National Park","Ndjelezi","","Partially Restricted","",NA,"-11.37226","43.39113","4","PIT","","Bare substrate","49","19.77","9.88","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Hard coral","55.75","28.31","4.09","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Coralline algae","0.08","0.58","0.08","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Halimeda","0.33","1.81","0.26","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","ALG","1.75","2.85","0.41","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Macro-algae","5.33","6.51","0.94","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Turf algae","23.92","18.95","2.74","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Bare substrate","1.5","6.98","1.01","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Other inverts","0.75","2.28","0.33","CORDIO-Univ_Comoros","RPoc_Ocean5"
"Comoros","2024","Anjouan Island","Shisiwani National Park","Harimandago","Fore reef","","","20.45","-12.20559","44.22253","24","Photo quadrat","Swaleh","Soft coral","2.92","4.35","0.63","CORDIO-Univ_Comoros","RPoc_Ocean5"
